Durationinseconds,RecordedDate,ResponseId,Employment,Country,CountryOther,Gender,Age,Education,CollarColor,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,MissingData,ZeroVar,ValuesDomain,MediatorDomain,FulfillmentDomain
124,7/4/17 14:31,R_bflIKoZtfTBMWWJ,1,1, ,2,2,6,3,8,8,8,7,6,8,8,8,8,8,7,7,8,7,7,7,7,7,7,7,6,6,7,7,7,7,8,8,8,8,8,0,0,7.625,7.25,7.272727273
224,7/4/17 14:33,R_3fPihlT2qHy7rpM,1,1, ,1,3,5,3,8,9,10,9,9,7,10,10,10,10,9,8,8,9,8,10,10,10,10,10,10,10,9,9,9,10,10,10,10,10,10,0,0,9,9.333333333,9.727272727
219,7/4/17 14:49,R_A7H8cYakVwIjFy9,1,1, ,2,2,5,4,8,9,9,8,10,7,9,10,9,9,10,10,8,7,9,9,8,7,9,10,10,10,9,9,8,9,10,10,9,9,8,0,0,8.75,8.75,9.181818182
202,7/4/17 15:07,R_2Ey0geSnDT4VtSg,1,1, ,2,2,5,3,8,8,10,7,9,7,8,9,10,9,6,9,10,8,10,7,9,8,9,10,7,9,9,7,5,7,8,9,6,8,10,0,0,8.25,8.75,7.727272727
113,7/4/17 15:16,R_p4pY8C08s9J2ga5,2,1, ,1,2,4,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,0,0,6.75,7,7.090909091
182,7/4/17 15:16,R_296clqxi844snjT,1,1, ,1,3,5,3,8,8,8,8,8,5,8,8,5,8,8,8,8,9,9,9,9,6,8,8,7,8,9,8,8,9,8,9,8,8,8,0,0,7.625,7.916666667,8.181818182
177,7/4/17 16:00,R_33qfS0MYWwCRHX8,1,1, ,1,2,6,3,7,9,9,9,8,3,4,7,8,8,5,8,9,10,9,8,8,9,9,9,8,8,7,6,7,6,9,9,8,8,7,0,0,7,8.333333333,7.545454545
404,7/4/17 16:02,R_1B39zwCi9VXfTJT,1,1, ,1,4,5,4,8,9,9,9,9,5,5,8,8,8,8,8,8,8,9,9,8,8,8,8,9,9,9,9,9,5,8,8,8,9,8,0,0,7.75,8.166666667,8.272727273
315,7/4/17 16:04,R_C9u7yophVEctar7,1,1, ,2,2,5,4,5,5,6,6,6,7,7,7,8,6,7,8,9,9,6,8,5,6,9,9,8,8,6,6,7,7,5,5,5,6,6,0,0,6.125,7.5,6.272727273
238,7/4/17 16:05,R_1mQRvrEWa3fpuQF,1,1, ,1,2,3,2,10,10,10,8,10,6,8,8,9,7,6,8,9,7,8,9,7,8,9,7,8,7,8,7,8,7,7,8,8,8,8,0,0,8.75,7.833333333,7.636363636
419,7/4/17 16:08,R_10CvXFuunX2A6Uu,1,1, ,1,2,3,2,5,8,5,9,9,6,4,7,8,9,7,9,5,7,3,5,9,3,8,10,5,8,9,5,8,8,3,7,8,5,9,0,0,6.625,6.916666667,6.818181818
269,7/4/17 16:12,R_Ya8YHTPloezL6Ip,1,1, ,1,2,4,1,5,6,7,6,5,4,4,5,5,5,5,5,6,7,7,8,5,6,7,7,5,6,5,6,5,7,6,7,7,6,6,0,0,5.25,6.083333333,6
193,7/4/17 17:05,R_2fDsIUOQI8ZaK3Y,1,6,venezuela,1,2,5,3,6,7,6,7,6,5,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,7,7,0,0,6.625,8.916666667,7.909090909
354,7/4/17 17:07,R_3lDoxiX3oKu2Hru,1,1, ,1,2,5,3,8,8,8,8,7,6,6,7,6,7,6,7,8,7,7,8,7,7,7,9,8,8,8,7,8,7,8,7,7,7,7,0,0,7.25,7.166666667,7.454545455
238,7/4/17 17:26,R_25z4yIoPVkH5z3V,1,1, ,2,4,5,3,10,10,9,5,9,4,6,7,7,6,7,7,9,7,9,10,10,6,7,9,6,10,7,9,6,9,9,9,7,8,10,0,0,7.5,7.833333333,8.181818182
481,7/4/17 17:28,R_21G0i1r860qegJ6,1,1, ,2,4,6,2,10,10,10,10,10,5,10,8,8,9,8,10,10,9,10,10,9,10,10,10,10,10,10,8,10,10,10,10,8,6,8,0,0,9.125,9.416666667,9.090909091
247,7/4/17 17:38,R_2D2KMxM2RpxpukQ,2,1, ,2,2,3,1,9,10,9,9,5,5,9,9,10,5,9,5,5,9,9,8,5,8,5,8,7,9,9,9,5,9,8,8,5,9,9,0,0,8.125,7.166666667,7.909090909
392,7/4/17 18:23,R_cv8uvKWwVffvmM1,1,6,Bulgaria,2,4,5,2,8,9,9,10,9,9,9,9,8,9,7,10,10,7,9,10,7,9,9,10,10,10,10,9,10,9,10,8,6,7,9,0,0,9,8.75,8.909090909
171,7/4/17 18:44,R_vlwvKWVDYvxDX3P,1,1, ,2,2,5,2,9,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,9.625,9.75,10
304,7/4/17 18:47,R_1LNms9JFFlwBPyS,2,1, ,2,4,3,1,9,9,8,7,8,4,7,10,7,6,8,8,6,8,7,7,7,6,8,8,9,6,7,7,7,8,9,7,7,7,7,0,0,7.75,7.166666667,7.363636364
142,7/4/17 19:07,R_3JawmlUEMSIEKgo,1,1, ,1,2,4,1,8,9,8,8,6,8,8,5,6,6,7,8,8,5,6,7,7,8,5,6,6,7,8,7,6,5,6,6,7,6,4,0,0,7.5,6.583333333,6.181818182
128,7/4/17 19:09,R_2PvU4wm8kHUlxzY,1,1, ,2,2,5,4,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,9.75,10
252,7/4/17 19:28,R_2VsaZJxwiXAAHfZ,1,1, ,1,3,6,4,9, ,10,10,10,9,10,10,9,9,10,10,10,9,10,10,9,10,10,10,10,10,10,8,10,10,9,10,9,10,10,1,0,9.714285714,9.666666667,9.636363636
131,7/4/17 19:53,R_3PvH2dVQ2CbwogI,1,1, ,2,1,5,4,8,10,9,7,9,7,8,8,10,8,7,8,10,9,8,8,8,9,10,9,9,9,10,10,8,6,10,10,10,10,10,0,0,8.25,8.666666667,9.272727273
254,7/4/17 20:31,R_eUOWPxFIuNdaXXX,1,1, ,2,3,5,1,9,9,9,8,5,1,8,9,9,9,8,8,7,9,9,8,8,8,9,10,10,10,9,6,9,9,10,9,9,9,9,0,0,7.25,8.5,9
109,7/4/17 20:33,R_Rm2XvHpfZpvUQ2R,2,1, ,2,1,5,4,10,10,9,10,7,5,8,10,9,3,7,10,8,5,9,10,8,3,7,10,9,10,7,8,5,6,7,8,10,6,10,0,0,8.625,7.416666667,7.818181818
298,7/4/17 20:48,R_11jbQPrcd2X6Tre,1,1, ,1,2,4,3,8,9,9,9,9,9,8,8,7,8,5,8,10,9,10,9,8,8,9,10,9,9,8,7,8,8,8,10,9,9,9,0,0,8.625,8.416666667,8.545454545
141,7/4/17 20:51,R_RI7c4PPoxTORwVH,1,1, ,2,2,5,2,10,10,10,10,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,10,10,9,9,9,0,0,9,8.833333333,9.090909091
372,7/4/17 20:53,R_27wmJ8YyEkx3tGm,1,1, ,2,2,6,3,8,10,10,10,7,10,7,9,9,9,8,10,10,10,10,10,9,6,9,9,9,9,9,9,8,8,8,9,7,7,8,0,0,8.875,9.083333333,8.272727273
368,7/4/17 21:04,R_3lDDA5IybF8Oqm3,1,6,Venezuela,1,1,4,4,8,10,9,8,9,8,10,9,10,9,8,10,10,9,10,9,9,9,8,10,9,9,10,9,9,10,8,10,9,10,10,0,0,8.875,9.25,9.363636364
101,7/4/17 21:11,R_2tspn5zwPJddGSb,1,1, ,2,2,3,1,7,5,7,7,7,5,5,7,7,6,4,4,6,7,7,6,4,6,6,8,7,6,8,7,7,5,6,7,7,6,6,0,0,6.25,5.916666667,6.545454545
293,7/4/17 21:15,R_31arbJYtS0PhF6j,1,1, ,2,3,6,4,8,9,9,10,9,9,9,9,9,9,9,8,8,8,8,8,9,9,9,9,7,8,8,8,8,6,8,7,8,8,8,0,0,9,8.583333333,7.636363636
238,7/4/17 21:29,R_1f0EAPyqz1RBxv5,1,6,Spain,1,2,6,4,8,8,6,9, ,7,8,8,7,9,9,8,10,6,7,8,7,5,8,10,7,7,6,7,8,4,7,9,8,7,8,1,0,7.714285714,7.833333333,7.090909091
181,7/4/17 22:04,R_xsGS6TVnUsKb7YB,1,1, ,2,2,5,2,9,10,9,10,7,9,8,10,9,7,7,10,10,8,9,10,10,6,10,9,9,10,10,10,10,10,9,7,5,5,10,0,0,9,8.75,8.636363636
233,7/4/17 22:41,R_7PzZKh3sePV6GSl,1,1, ,2,2,5,4,9,8,9,8,8,7,8,10,8,8,9,8,9,7,9,8,7,7,8,9,9,10,10,9,9,8,9,10,8,8,9,0,0,8.375,8.083333333,9
142,7/4/17 22:45,R_1FhKxH4llrJFSca,2,1, ,2,1,4,2,7,9,7,8,10,7,8,8,9,7,7,9,10,8,9,9,8,6,6,9,8,8,9,8,9,7,8,9,8,7,8,0,0,8,8.083333333,8.090909091
146,7/4/17 23:20,R_2zA5ZbCfz82TxDt,1,1, ,2,3,6,5,7,5,8,8,6,5,8,9,8,6,8,8,8,10,9,9,8,6,7,9,7,7,8,9,7,5,7,8,7,8,8,0,0,7,8,7.363636364
204,7/4/17 23:28,R_SZ4Ht2KgP3tINIl,1,1, ,2,2,5,4,8,10,9,6,0,8,5,5,8,8,5,8,10,8,10,6,9,8,7,10,10,9,6,6,6,9,9,9,5,9,9,0,0,6.375,8.083333333,7.909090909
146,7/5/17 2:23,R_3RfnbLPrqiyNTn5,2,1, ,2,1,4,4,6,9,10,7,8,9,6,6,4,5,4,5,10,6,10,6,8,4,8,10,7,10,6,7,7,5,5,6,8,8,10,0,0,7.625,6.666666667,7.181818182
161,7/5/17 3:18,R_2Sqvagf2T5z97NZ,1,1, ,1,2,3,1,6,8,9,9,9,7,7,8,6,6,5,8,10,7,9,7,8,7,8,9,7,9,9,7,8,7,9,8,6,6,7,0,0,7.875,7.5,7.545454545
429,7/5/17 3:56,R_3R1LZetQmr9hfCi,1,1, ,1,1,4,1,9,10,9,5,6,6,8,9,10,8,7,7,8,8,7,10,7,8,8,6,8,8,7,5,7,7,10,8,10,9,10,0,0,7.75,7.833333333,8.090909091
188,7/5/17 5:04,R_3QFxaqyLgILfdWI,1,1, ,1,3,6,4,5,7,6,9,9,6,6,6,7,8,8,7,8,8,8,7,5,5,7,9,5,5,5,5,6,7,6,7,7,7,7,0,0,6.75,7.25,6.090909091
365,7/5/17 7:01,R_ALgBO0rGirwLDcB,2,1, ,1,5,3,3,9,10,9,10,5,10,10,10,9,10,10,10,10,10,9,10,10,10,9,10,8,10,10,10,10,10,10,10,9,10,10,0,0,9.125,9.75,9.727272727
148,7/5/17 7:26,R_1Pc5AJ53iCQCCWO,1,1, ,2,2,5,4,8,10,8,7,9,6,6,5,6,5,3,3,6,5,8,8,6,5,5,9,7,7,7,6,7,5,6,8,6,8,7,0,0,7.375,5.75,6.727272727
247,7/5/17 7:26,R_1d0OYZX3Yno9Ycz,1,6,Trinidad and Tobago,1,3,4,4,6,10,8,10,10,5,10,8,5,8,8,10,10,8,8,6,5,9,10,10,10,10,8,8,10,10,7,9,8,6,8,0,0,8.375,8.083333333,8.545454545
104,7/5/17 7:42,R_1KcLJth6Div8FIl,1,1, ,2,2,4,4,4,10,10,10,10,7,5,10,8,5,6,8,10,7,10,8,5,10,10,8,10,10,10,10,10,10,10,10,2,10,8,0,0,8.25,7.916666667,9.090909091
219,7/5/17 7:56,R_2yp8fpbrgatOlEu,1,1, ,1,3,5,4,6,8,7,7,7,7,6,5,5,7,6,8,8,7,7,7,6,7,7,9,6,7,7,6,7,5,8,6,4,6,8,0,0,6.625,7,6.363636364
354,7/5/17 8:11,R_3JrRJwVOyll9E29,1,1, ,1,3,5,3,7,7,7,8,7,8,7,8,8,8,8,8,9,8,8,7,8,7,8,9,7,7,9,7,7,6,7,8,6,7,7,0,0,7.375,8,7.090909091
196,7/5/17 8:21,R_3NKWUFkb25HALZU,1,1, ,2,1,5,1,6,10,8,9,9,8,8,8,8,8,5,10,8,8,8,8,8,9,8,8,9,9,8,8,8,8,9,9,9,8,8,0,0,8.25,8,8.454545455
131,7/5/17 9:02,R_3j6h5AeeMsaLA4M,2,1, ,2,1,5,1,3,8,8,8,7,7,7,4,3,4,6,6,10,8,10,9,6,5,7,7,3,7,6,6,8,5,9,9,5,7,8,0,0,6.5,6.75,6.636363636
286,7/5/17 9:03,R_1IgQHBmLuDL12ot,1,1, ,1,2,5,3,8,6,8,7,8,7,7,6,8,8,6,7,9,8,6,9,9,8,8,8,7,8,7,8,6,7,8,9,8,8,8,0,0,7.125,7.833333333,7.636363636
144,7/5/17 11:54,R_27jLLDRDrHoSG08,1,1, ,1,4,3,1,6,9,7,8,7,7,7,8,7,7,7,8,8,7,7,7,7,8,8,8,7,7,8,7,8,7,7,8,7,7,8,0,0,7.375,7.416666667,7.363636364
280,7/5/17 14:16,R_rrky1KycuTXH5pT,1,1, ,2,2,4,2,7,8,8,8,6,8,7,7,7,7,7,8,7,6,6,9,7,8,7,5,7,7,7,7,9,9,9,8,9,8,8,0,0,7.375,7,8
222,7/5/17 14:19,R_1gwqc4ddyCWXU9w,1,1, ,1, ,4,2,10,10,9,10,6,10,10,7,10,10,10,10,6,10,5,7,9,5,0,10,10,6,5,6,8,5,10,9,8,4,7,0,0,9,7.666666667,7.090909091
195,7/5/17 14:22,R_12foIqiFlHzdYLM,1,1, ,1,3,6,3,7,10,10,8,8,8,9,10,10,9,9,9,10,10,9,9,9,7,7,10,9,10,8,7,9,8,9,10,10,8,10,0,0,8.75,9,8.909090909
216,7/5/17 15:02,R_2sZT3Gu4XXnc0n3,1,1, ,2,5,6,4,9,10,10,10,8,5,8,10,10,10,10,6,10,8,9,10,10,10,10,10,6,9,7,7,8,10,10,10,10,10,10,0,0,8.75,9.416666667,8.818181818
186,7/5/17 18:08,R_5hUxlv8AVSu2zip,2,6,Turkey,1,3,6,4,7,9,9,10,7,8,7,8,6,10,7,8,10,10,9,10,10,8,8,10,7,8,7,8,9,7,9,10,8,8,9,0,0,8.125,8.833333333,8.181818182
192,7/5/17 18:10,R_29u1VXSXbHAWSxp,1,1, ,1,2,4,2,9,10,10,10,9,4,7,8,9,9,7,8,9,9,8,9,8,8,9,10,10,10,10,9,9,9,9,9,9,8,9,0,0,8.375,8.583333333,9.181818182
528,7/5/17 18:27,R_0uriTGZmGCdcPKN,1,1, ,2,2,4,3,10,10,10,8,8,10,9,10,9,9,7,9,10,8,10,10,9,9,9,10,8,10,9,10,10,10,10,10,6,9,9,0,0,9.375,9.083333333,9.181818182
116,7/5/17 19:15,R_3OeNmsFhJg2CbX0,1,1, ,1,3,6,4,7,9,8,8,7,6,8,7,8,7,7,7,8,8,7,7,7,7,7,7,7,8,7,6,7,8,7,8,7,7,7,0,0,7.5,7.25,7.181818182
231,7/5/17 19:32,R_2rpBjD0TugWgEVR,1,6,PHILIPPINES,2,1,6,4,7,9,10,8,10,10,7,8,9,8,8,8,10,9,8,7,10,9,9,9,10,9,7,8,9,9,9,10,10,9,9,0,0,8.625,8.666666667,9
251,7/5/17 19:45,R_SPfFZfAHRjIuYBX,1,1, ,2,1,4,1,8,8,8,6,4,4,6,4,6,6,6,7,5,7,7,5,6,5,6,5,6,5,6,7,5,6,5,6,6,4,6,0,0,6,5.916666667,5.636363636
478,7/5/17 20:55,R_qLeAzP6G2cgjniN,1,1, ,2,1,4,2,8,7,8,8,9,9,9,10,9,9,10,10,9,8,10,9,9,8,9,9,8,9,10,9,9,9,9,9,8,9,8,0,0,8.5,9.083333333,8.818181818
149,7/5/17 21:04,R_1dzRB84oehjQtAz,1,1, ,1,4,6,4,9,10,10,10,9,10,10,9,10,9,10,10,10,9,8,10,8,7,10,9,10,10,10,9,8,10,9,10,10,9,10,0,0,9.625,9.166666667,9.545454545
275,7/5/17 22:03,R_tM1a7BrJUcZgz61,1,1, ,2,3,6,4,9,8,10,10,9,9,10,9,10,9,8,8,10,9,10,10,8,8,10,9,8,9,9,8,8,7,9,10,9,8,8,0,0,9.25,9.083333333,8.454545455
229,7/5/17 22:31,R_3PvpCxywkag1TfG,1,1, ,1,2,4,3,7,6,7,8,7,9,6,6,5,9,6,8,9,9,10,4,7,9,8,10,9,7,6,8,6,10,10,8,10,9,7,0,0,7,7.833333333,8.181818182
255,7/5/17 22:36,R_2Qs3mT7nBriTwMc,2,1, ,2,2,4,4,8,10,10,8,8,8,8,9,10,9,8,7,9,9,8,9,10,10,10,10,10,10,8,8,9,10,10,10,9,10,9,0,0,8.625,9.083333333,9.363636364
224,7/6/17 1:59,R_sNJr8qGIZIqrQRz,2,1, ,2,2,4,1,9,10,9,9,9,8,9,10,10,9,10,9,9,10,9,9,8,8,8,9,9,10,10,8,9,9,9,9,8,8,8,0,0,9.125,9,8.818181818
184,7/6/17 3:34,R_1JL5nS2jDTThTlu,1,1, ,1,2,5,3,6,6,8,5,5,5,4,4,7,4,4,5,5,5,5,8,5,7,7,7,7,5,5,5,5,5, ,6,5,6,5,1,0,5.375,5.75,5.4
241,7/6/17 5:38,R_3KOpLZYRYJUG5Zz,1,1, ,2,3,5,1,8,8,9,7,9,5,5,8,8,8,7,9,9,8,10,10,8,5,8,5,9,8,8,9,7,6,9,9,8,7,7,0,0,7.375,7.916666667,7.909090909
230,7/6/17 8:03,R_2vk6RAMXjHClj9R,1,1, ,1,4,6,4,9,10,9,10,9,3,5,10,8,3,10,9,10,7,10,10,7,10,9,10,8,10,10,9,9,10,10,10,6,10,10,0,0,8.125,8.583333333,9.272727273
143,7/6/17 8:41,R_elIjTXcJn7J150l,1,1, ,2,2,6,3,5,8,8,9,6,5,5,7,8,6,4,7,9,9,9,7,7,5,7,9,7,9,8,7,6,5,6,7,7,4,7,0,0,6.625,7.25,6.636363636
193,7/6/17 8:41,R_blRNigR0AP1Z561,2,1, ,2,1,4,1,8,9,6,9,7,7,8,9,8,6,7,9,10,5,8,7,9,8,7,8,9,8,8,7,7,5,6,7,8,8,8,0,0,7.875,7.666666667,7.363636364
240,7/6/17 10:55,R_3njx2GBkJcY8evI,1,6,Mexico,1,1,5,1,8,10,8,3,7,5,8,10,5,9,0,5,10,9,10,5,7,10,5,10,3,10,7,7,7,5,5,10,10,9,10,0,0,7.375,7.083333333,7.545454545
178,7/6/17 12:09,R_2WZmkGlEOVWhrdk,1,1, ,1,2,6,4,7,7,9,8,7,7,8,7,7,8,7,8,7,7,8,8,6,7,7,9,8,7,8,8,8,8,8,9,6,8,8,0,0,7.5,7.416666667,7.818181818
144,7/6/17 15:48,R_3lEmV91y0H0Q2ZC,2,1, ,2,1,5,1,3,10,10,10,10,7,7,10,10,5,7,10,10,10,10,10,10,7,10,10,8,10,10,8,10,8,10,10,8,6,10,0,0,8.375,9.083333333,8.909090909
419,7/6/17 16:10,R_3gTKLOpQU6VFbR7,2,1, ,2,1,4,2,7,9,9,9,5,3,8,9,9,6,9,8,10,10,9,9,8,8,8,8,7,9,9,9,8,8,8,8,9,8,8,0,0,7.375,8.5,8.272727273
674,7/6/17 16:47,R_2rAWyqv8SlAUmbL,1,1, ,2,5,3,3,5,10,9,8,5,7,4,5,1,8,8,8,9,7,8,5,8,7,9,9,7,5,8,4,8,7,9,7,8,4,6,0,0,6.625,7.25,6.636363636
232,7/6/17 18:04,R_7PbRLcd3IA821EJ,1,1, ,1,2,4,1,5,10,10,7,6,5,10,10,10,10,10,10,10,10,10,10,10,5,10,9,10,10,8,7,10,9,10,10,10,10,10,0,0,7.875,9.5,9.454545455
229,7/6/17 20:42,R_3hn1MU4YxVmZeaI,2,1, ,2,2,6,3,7,9,9,9,8,7,5,8,8,5,8,7,9,7,9,8,8,5,6,8,9,9,8,6,7,8,7,8,8,8,8,0,0,7.75,7.333333333,7.818181818
133,7/6/17 20:54,R_WC1JQouZ1x0ThcZ,2,1, ,2,2,6,3,3,8,8,6,7,3,7,7,7,7,5,6,6,5,5,6,7,4,7,7,7,8,5,5,6,5,7,7,6,6,6,0,0,6.125,6,6.181818182
270,7/6/17 21:12,R_2E17c7sOMpVjcvV,2,1, ,1,1,4,1,8,10,9,10,9,9,9,7,10,7,6,8,10,9,10,10,7,5,7,10,9,9,9,10,9,8,6,7,8,9,10,0,0,8.875,8.25,8.545454545
102,7/6/17 22:07,R_3h9H2E5LBoM3WRH,1,1, ,2,1,4,2,8,9,9,8,8,9,9,9,7,8,8,8,8,8,8,8,9,8,8,7,9,8,8,7,8,9,7,8,9,8,9,0,0,8.625,7.916666667,8.181818182
170,7/7/17 3:16,R_aXaKT4xHPbJzEJP,2,1, ,2,2,5,3,9,10,9,8,2,0,5,6,4,5,2,9,9,8,9,9,7,5,5,3,9,9,9,5,5,8,8,9,7,8,9,0,0,6.125,6.25,7.818181818
174,7/7/17 4:32,R_yF7OYfQLPrmOwcV,1,1, ,2,4,5,3,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,10,10,9,10,10,9,9,10,10,10,8,10,9,0,0,10,9.833333333,9.454545455
192,7/7/17 6:52,R_3mkSxhtXPEkKRAm,1,1, ,1,2,4,3,7,8,6,7,9,6,7,8,5,4,4,6,7,6,5,8,7,7,3,5,5,7,8,6,6,9,8,3,5,6,8,0,0,7.25,5.583333333,6.454545455
170,7/7/17 6:53,R_301wGFTSJD206Z2,2,1, ,1,5,4,1,7,9,8,8,5,2,4,7,8,4,5,8,7,5,7,7,5,7,8,8,9,7,8,8,5,4,5,6,5,3,6,0,0,6.25,6.583333333,6
412,7/7/17 7:41,R_3Jk8cHZ5vblKu8F,1,1, ,1,2,4,2,7,9,9,7,4,8,8,10,9,7,6,8,10,6,10,10,8,8,9,10,7,8,9,10,7,9,9,10,8,8,8,0,0,7.75,8.416666667,8.454545455
79,7/7/17 7:46,R_3PXmO39Z8lKwflA,1,1, ,1,1,5,3,7,8,7,8,9,2,3,7,7,7,5,6,10,7,8,7,8,5,6,8,7,6,7,9,7,7,5,7,5,7,6,0,0,6.375,7,6.636363636
420,7/7/17 8:30,R_3D0kV67cl4fzm9N,1,1, ,2,2,5,4,7,8, ,9,7,9,8,8,8,8,8,9,9,9,9,9,8,3,8,8,8,7,8,8,9,8,9,7,7,8,8,1,0,8,8,7.909090909
211,7/7/17 8:44,R_9NMBbnr8b38lGPn,1,1, ,2,3,5,4,2,6,5,5,3,0,3,5,6,5,5,8,6,6,6,9,8,7,5,9,6,5,6,8,8,5,8,5,1,5,5,0,0,3.625,6.666666667,5.636363636
168,7/7/17 9:01,R_BPbfo2OrYIDDeIV,2,1, ,1,1,4,1,7,10,10,10,8,5,4,10,10,9,6,8,10,8,10,10,6, ,7,9,10,10,7,8,8,5,10,10,8,9,10,1,0,8,8.454545455,8.636363636
151,7/7/17 9:11,R_2dxRl7cOKMnZpcs,1,1, ,2,2,5,3,8,9,9,8,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,8,8,10,8,9,9,9,9,9,9,9,9,0,0,8.75,8.833333333,8.909090909
171,7/7/17 9:12,R_2qwtld7BJcfFtBu,2,1, ,1,1,5,2,6,6,9,8,7,9,7,10,8,7,7,4,9,8,7,8,9,7,6,8,8,7,7,7,9,5,5,8,7,7,6,0,0,7.75,7.333333333,6.909090909
236,7/7/17 9:53,R_1nOdGKZgNZ4vzgs,1,1, ,2,2,6,3,8,8,8,8,8,5,8,8,8,7,8,8,8,8,8,8,8,8, ,9,8,8,8,7,8,7,8, ,8,8,8,1,0,7.625,8,7.8
263,7/7/17 12:42,R_22x1mE1Z13RIsLS,1,1, ,2,5,5,2,6,9,9,9,9,9,8,9,9,7,9,6,7,7,9,7,7,9,8,9,6,8,6,6,8,9,7,8,8,7,9,0,0,8.5,7.833333333,7.454545455
453,7/7/17 12:43,R_3sceueUoyoihqPX,1,1, ,1,2,5,2,8,9,9,10,10,9,8,7,8,8,6,7,9,9,9,10,9,10,10,10,9,10,9,9,7,5,8,9,8,10,9,0,0,8.75,8.75,8.454545455
275,7/7/17 14:15,R_w1dnuPO111ae3qF,1,1, ,2,3,3,2,10,10,10,10,7,5,10,8,9,7,5,9,10,10,10,9,5,8,10,8,10,10,10,8,10,9,9,10,5,10,10,0,0,8.75,8.333333333,9.181818182
269,7/7/17 15:21,R_3imRtdn5yCiQu13,1,4, ,1,2,3,4,8,9,8,10,9,8,8,7,7,7,7,7,9,7,7,8,8,10,8,8,8,9,8,8,8,3,8,8,9,10,8,0,0,8.375,7.75,7.909090909
187,7/7/17 18:25,R_3fJyW4R72FKUmB3,1,1, ,2,1,5,3,9,6,3,8,5,5,6,7,3,5,6,4,7,3,7,6,0,8,5,10,5,5,3,3,6,5,3,6,3,2,5,0,0,6.125,5.333333333,4.181818182
345,7/7/17 19:05,R_3dZjleYrq0vuMCh,1,1, ,2,2,4,4,5,9,7,9,8,8,5,7,5,7,6,5,8,6,7,6,7,7,7,8,7,8,10,6,7,7,7,8,8,10,7,0,0,7.25,6.583333333,7.727272727
358,7/7/17 20:22,R_3oTsRiWJVw4m3Gy,1,1, , ,2,5,4,8,10,10,8,8,8,8,8,8,8,8,10,10,8,8,10,8,8,8,10,8,10,8,8,10,5,8, ,5,8,10,1,0,8.5,8.666666667,8
248,7/7/17 22:29,R_2usNN1SsVBLK4KR,1,1, ,1,5,6,4,10,10,10,10,10,10,10,10,10,9,10,10,10,9,9,9,8,10,10,10,9,10,9,10,10,10,9,9,9,9,9,0,0,10,9.5,9.363636364
297,7/7/17 23:34,R_25TP5UzrZhkoFyd,1,6,South Africa,1,2,6,3,5,7,6,4,8, ,8,8,5,7,5,8,9,7,7,8,7, ,7,10,7,7,8,7,9,7,8,6,9,8,7,1,0,6.571428571,7.272727273,7.545454545
371,7/7/17 23:37,R_1dhlF768LLQscFa,1,1, ,1,2,4,2,10,8,2,5,7,7,6,9,0,5,7,7,8,0,10,2,3,1,8,10,3,5,8,6,7,7,7,5,6,3,5,0,0,6.75,5.083333333,5.636363636
110,7/8/17 0:04,R_9HWUufEBcFRJrnb,1,1, ,1,4,6,4,8,9,9,8,9,8,9,10,9,9,9,9,10,9,10,10,9,9,9,9,10,10,9,9,10,9,10,10,9,9,9,0,0,8.75,9.25,9.454545455
204,7/8/17 3:06,R_2qCwJ1t18bKMRHd,2,1, ,1,2,5,1,7,6,8,9,8,6,7,4,7,8,7,7,9,5,6,7,8,6,8,8,7,6,9,8,7,9,7,7,7,9,8,0,0,6.875,7.166666667,7.636363636
823,7/8/17 3:37,R_eW1Mxl9qqdi7kmF,2,1, ,2,3,4,3,7,8,9,9,9,5,9,8,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,5,9,9,9,9,0,0,8,8.916666667,8.636363636
114,7/8/17 7:31,R_096dpVS0JyMoweJ,1,2, ,1,2,5,3,3,8,7,10,8,6,9,5,8,5,8,10,10,7,8,5,8,3,10,10,7,8,7,7,7,3,8,9,8,8,5,0,0,7,7.666666667,7
213,7/8/17 7:38,R_22FVaV6YZ7WCoQZ,1,1, ,1,4,6,4,10,10,10,10,10,3,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,9,10,10
95,7/8/17 7:50,R_1FFgt3KHT5IsI8U,1,1, ,1,2,4,3,5,6,5,6,6,6,5,7,7,7,7,5,6,7,6,7,5,5,5,6,5,6,6,5,6,5,5,6,5,5,6,0,0,5.75,6.083333333,5.454545455
